,title,price
0,一只特立独行的鸡 （儿童自主意识养成，从小培养孩子勇敢与自信，不盲目顺从他人，相信自己，做自己到学会我会爱自己的优秀图画书，帮助孩子自立、自爱、自信的成长）,"13.20                         
                        "
